STATE00,COUNTY00,GEOID00,HU00,AREA00,AREALAND00,STATE10,COUNTY10,GEOID10,HU10,TRACT00,TRACT10,PART00,PART10,POP00,POP10,POPPCT00,POPPCT10,CHANGE,MERGE,SPLIT,,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,ARELANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,HU10PT,HUPCT00,HUPCT10
4,13,4013420210,2128,2601086,2601086,4,13,4013420210,2128,420210,420210,W,W,5049,5049,100,100,0,,,,2601086,2601086,2601086,2601086,100,100,100,100,5049,2128,100,100
4,13,4013420211,1769,2585027,2585027,4,13,4013420211,1769,420211,420211,W,W,4648,4648,100,100,0,,,,2585027,2585027,2585027,2585027,100,100,100,100,4648,1769,100,100
4,13,4013420212,1643,2584872,2571936,4,13,4013420212,1643,420212,420212,W,W,2825,2825,100,100,0,,,,2584872,2571936,2584872,2571936,100,100,100,100,2825,1643,100,100
4,13,4013420301,730,1658176,1640783,4,13,4013420301,730,420301,420301,W,W,2224,2224,100,100,0,,,,1658176,1640783,1658176,1640783,100,100,100,100,2224,730,100,100
4,13,4013420302,1667,2572980,2567881,4,13,4013420302,1667,420302,420302,P,P,4939,4939,100,100,0,,,,2573119,2568101,2572899,2567881,100,100,99.99,99.99,4939,1667,100,100
4,13,4013420302,1667,2572980,2567881,4,13,4013420402,519,420302,420402,P,P,4939,1625,0,0,0,,,,9823425,9282770,81,0,0,0,0,0,0,0,0,0
4,13,4013420303,1383,2596606,2596606,4,13,4013420303,1383,420303,420303,W,W,4139,4139,100,100,0,,,,2596606,2596606,2596606,2596606,100,100,100,100,4139,1383,100,100
4,13,4013420304,378,5236207,5213936,4,13,4013420304,378,420304,420304,W,W,1081,1081,100,100,0,,,,5236207,5213936,5236207,5213936,100,100,100,100,1081,378,100,100
4,13,4013420400,2363,12921613,12350384,4,13,4013420401,1844,420400,420401,P,W,6279,4654,74.12,100,25.88,,,,3098269,3067614,3098269,3067614,23.98,24.84,100,100,4654,1844,78.04,100
4,13,4013420400,2363,12921613,12350384,4,13,4013420402,519,420400,420402,P,P,6279,1625,25.88,100,74.12,,,,9823425,9282770,9823344,9282770,76.02,75.16,100,100,1625,519,21.96,100
4,13,4013420501,2642,2622215,2622215,4,13,4013420501,2642,420501,420501,W,W,6278,6278,100,100,0,,,,2622215,2622215,2622215,2622215,100,100,100,100,6278,2642,100,100
4,13,4013420502,2724,2685442,2657954,4,13,4013420503,1414,420502,420503,P,W,6668,3430,51.44,100,48.56,,,,1331166,1318653,1331166,1318653,49.57,49.61,100,100,3430,1414,51.91,100
4,13,4013420502,2724,2685442,2657954,4,13,4013420504,1310,420502,420504,P,W,6668,3238,48.56,100,51.44,,,,1354276,1339301,1354276,1339301,50.43,50.39,100,100,3238,1310,48.09,100
4,13,4013420602,1702,2559353,2559353,4,13,4013420602,1702,420602,420602,W,W,4746,4746,100,100,0,,,,2559353,2559353,2559353,2559353,100,100,100,100,4746,1702,100,100
4,13,4013420603,1355,2544343,2544343,4,13,4013420302,1667,420603,420302,P,P,3682,4939,0,0,0,,,,2573119,2568101,220,220,0.01,0.01,0.01,0.01,0,0,0,0
4,13,4013420603,1355,2544343,2544343,4,13,4013420603,1355,420603,420603,P,W,3682,3682,100,100,0,,,,2544123,2544123,2544123,2544123,99.99,99.99,100,100,3682,1355,100,100
4,13,4013420604,1644,2594647,2587373,4,13,4013420604,1644,420604,420604,W,W,4273,4273,100,100,0,,,,2594647,2587373,2594647,2587373,100,100,100,100,4273,1644,100,100
4,13,4013420702,4434,2596204,2593490,4,13,4013420709,2739,420702,420709,P,W,5613,2626,46.78,100,53.22,,,,1305740,1303026,1305740,1303026,50.29,50.24,100,100,2626,2739,61.77,100
4,13,4013420702,4434,2596204,2593490,4,13,4013420710,1695,420702,420710,P,W,5613,2987,53.22,100,46.78,,,,1290464,1290464,1290464,1290464,49.71,49.76,100,100,2987,1695,38.23,100
4,13,4013420703,5396,2593229,2593229,4,13,4013420707,2138,420703,420707,P,W,6030,2276,37.74,100,62.26,,,,1296817,1296817,1296817,1296817,50.01,50.01,100,100,2276,2138,39.62,100
4,13,4013420703,5396,2593229,2593229,4,13,4013420708,3258,420703,420708,P,W,6030,3754,62.26,100,37.74,,,,1296412,1296412,1296412,1296412,49.99,49.99,100,100,3754,3258,60.38,100
4,13,4013420704,1749,2613633,2613633,4,13,4013420704,1749,420704,420704,W,W,4910,4910,100,100,0,,,,2613633,2613633,2613633,2613633,100,100,100,100,4910,1749,100,100
4,13,4013420705,1117,5200402,5200402,4,13,4013420705,1117,420705,420705,W,W,3569,3569,100,100,0,,,,5200402,5200402,5200402,5200402,100,100,100,100,3569,1117,100,100
4,13,4013420706,1467,2570547,2570547,4,13,4013420706,1467,420706,420706,W,W,4300,4300,100,100,0,,,,2570547,2570547,2570547,2570547,100,100,100,100,4300,1467,100,100
4,13,4013420800,1842,2593506,2592231,4,13,4013420800,1842,420800,420800,W,W,4745,4745,100,100,0,,,,2593506,2592231,2593506,2592231,100,100,100,100,4745,1842,100,100
4,13,4013420901,1232,1210890,1210890,4,13,4013420901,1232,420901,420901,W,W,3158,3158,100,100,0,,,,1210890,1210890,1210890,1210890,100,100,100,100,3158,1232,100,100
4,13,4013420902,1272,1339663,1339663,4,13,4013420902,1272,420902,420902,W,W,3363,3363,100,100,0,,,,1339663,1339663,1339663,1339663,100,100,100,100,3363,1272,100,100
4,13,4013421000,3527,2558445,2551203,4,13,4013421001,1900,421000,421001,P,W,6202,3556,57.34,100,42.66,,,,1277481,1277481,1277481,1277481,49.93,50.07,100,100,3556,1900,53.87,100
4,13,4013421000,3527,2558445,2551203,4,13,4013421002,1627,421000,421002,P,W,6202,2646,42.66,100,57.34,,,,1280964,1273722,1280964,1273722,50.07,49.93,100,100,2646,1627,46.13,100
4,13,4013421101,1748,2883000,2501956,4,13,4013421101,1748,421101,421101,W,W,3886,3886,100,100,0,,,,2883000,2501956,2883000,2501956,100,100,100,100,3886,1748,100,100
4,13,4013421102,2325,2637673,2627760,4,13,4013421102,2325,421102,421102,W,W,5280,5280,100,100,0,,,,2637673,2627760,2637673,2627760,100,100,100,100,5280,2325,100,100
4,13,4013421201,2670,5452485,4564348,4,13,4013421201,2670,421201,421201,P,P,4806,4806,100,100,0,,,,5455731,4566480,5448986,4564311,99.94,100,99.88,99.95,4806,2670,100,100
4,13,4013421201,2670,5452485,4564348,4,13,4013941300,2609,421201,941300,P,P,4806,6293,0,0,0,,,,218380934,211256593,3499,37,0.06,0,0,0,0,0,0,0
4,13,4013421202,1619,1518672,1497176,4,13,4013421202,1619,421202,421202,W,W,3764,3764,100,100,0,,,,1518672,1497176,1518672,1497176,100,100,100,100,3764,1619,100,100
4,13,4013421301,3418,4139110,4139110,4,13,4013421303,1871,421301,421303,P,W,7691,4773,62.06,100,37.94,,,,1813541,1813541,1813541,1813541,43.81,43.81,100,100,4773,1871,54.74,100
4,13,4013421301,3418,4139110,4139110,4,13,4013421304,1547,421301,421304,P,W,7691,2918,37.94,100,62.06,,,,2325569,2325569,2325569,2325569,56.19,56.19,100,100,2918,1547,45.26,100
4,13,4013421302,2475,2497510,2497510,4,13,4013421302,2475,421302,421302,W,W,5978,5978,100,100,0,,,,2497510,2497510,2497510,2497510,100,100,100,100,5978,2475,100,100
4,13,4013421400,1511,2541926,2541926,4,13,4013421400,1511,421400,421400,W,W,2415,2415,100,100,0,,,,2541926,2541926,2541926,2541926,100,100,100,100,2415,1511,100,100
4,13,4013421501,1461,1324327,1324327,4,13,4013421501,1461,421501,421501,W,W,3423,3423,100,100,0,,,,1324327,1324327,1324327,1324327,100,100,100,100,3423,1461,100,100
4,13,4013421502,1195,1321111,1321111,4,13,4013421502,1195,421502,421502,W,W,3390,3390,100,100,0,,,,1321111,1321111,1321111,1321111,100,100,100,100,3390,1195,100,100
4,13,4013421601,1145,1278407,1278407,4,13,4013421601,1145,421601,421601,W,W,3326,3326,100,100,0,,,,1278407,1278407,1278407,1278407,100,100,100,100,3326,1145,100,100
4,13,4013421602,1404,1277512,1277512,4,13,4013421602,1404,421602,421602,W,W,4174,4174,100,100,0,,,,1277512,1277512,1277512,1277512,100,100,100,100,4174,1404,100,100
4,13,4013421700,4056,2572605,2572605,4,13,4013421701,2352,421700,421701,P,W,8005,4601,57.48,100,42.52,,,,1281877,1281877,1281877,1281877,49.83,49.83,100,100,4601,2352,57.99,100
4,13,4013421700,4056,2572605,2572605,4,13,4013421702,1704,421700,421702,P,W,8005,3404,42.52,100,57.48,,,,1290728,1290728,1290728,1290728,50.17,50.17,100,100,3404,1704,42.01,100
4,13,4013421801,788,1281901,1281901,4,13,4013421801,788,421801,421801,W,W,2733,2733,100,100,0,,,,1281901,1281901,1281901,1281901,100,100,100,100,2733,788,100,100
4,13,4013421802,1393,1282582,1278774,4,13,4013421802,1393,421802,421802,W,W,4734,4734,100,100,0,,,,1282582,1278774,1282582,1278774,100,100,100,100,4734,1393,100,100
4,13,4013421901,1249,1309324,1309324,4,13,4013421901,1249,421901,421901,W,W,4001,4001,100,100,0,,,,1309324,1309324,1309324,1309324,100,100,100,100,4001,1249,100,100
4,13,4013421902,1812,1314226,1314226,4,13,4013421902,1812,421902,421902,W,W,5902,5902,100,100,0,,,,1314226,1314226,1314226,1314226,100,100,100,100,5902,1812,100,100
4,13,4013422001,1333,1268788,1268788,4,13,4013422001,1333,422001,422001,W,W,4126,4126,100,100,0,,,,1268788,1268788,1268788,1268788,100,100,100,100,4126,1333,100,100
4,13,4013422002,1473,1292545,1292545,4,13,4013422002,1473,422002,422002,W,W,3885,3885,100,100,0,,,,1292545,1292545,1292545,1292545,100,100,100,100,3885,1473,100,100
4,13,4013422102,1885,1273650,1273650,4,13,4013422102,1885,422102,422102,W,W,4354,4354,100,100,0,,,,1273650,1273650,1273650,1273650,100,100,100,100,4354,1885,100,100
4,13,4013422103,2668,726401,726401,4,13,4013422103,2668,422103,422103,W,W,4903,4903,100,100,0,,,,726401,726401,726401,726401,100,100,100,100,4903,2668,100,100
4,13,4013422104,2770,1523037,1523037,4,13,4013422104,2770,422104,422104,W,W,5807,5807,100,100,0,,,,1523037,1523037,1523037,1523037,100,100,100,100,5807,2770,100,100
4,13,4013422105,1367,1276720,1276720,4,13,4013422105,1367,422105,422105,W,W,3178,3178,100,100,0,,,,1276720,1276720,1276720,1276720,100,100,100,100,3178,1367,100,100
4,13,4013422106,2404,1259060,1259060,4,13,4013422106,2404,422106,422106,W,W,5624,5624,100,100,0,,,,1259060,1259060,1259060,1259060,100,100,100,100,5624,2404,100,100
4,13,4013422107,2003,635211,635211,4,13,4013422107,2003,422107,422107,W,W,3688,3688,100,100,0,,,,635211,635211,635211,635211,100,100,100,100,3688,2003,100,100
4,13,4013422203,2395,2647168,2640384,4,13,4013422203,2395,422203,422203,W,W,4454,4454,100,100,0,,,,2647168,2640384,2647168,2640384,100,100,100,100,4454,2395,100,100
4,13,4013422204,1439,2592370,2560183,4,13,4013422204,1439,422204,422204,W,W,2794,2794,100,100,0,,,,2592370,2560183,2592370,2560183,100,100,100,100,2794,1439,100,100
4,13,4013422205,620,1395825,1314190,4,13,4013319402,1636,422205,319402,P,P,1384,4088,0,0,0,,,,2621524,2621524,7647,7647,0.55,0.58,0.29,0.29,0,0,0,0
4,13,4013422205,620,1395825,1314190,4,13,4013422205,620,422205,422205,P,W,1384,1384,100,100,0,,,,1388178,1306543,1388178,1306543,99.45,99.42,100,100,1384,620,100,100
4,13,4013422209,2950,2613029,2613029,4,13,4013422209,2950,422209,422209,W,W,6520,6520,100,100,0,,,,2613029,2613029,2613029,2613029,100,100,100,100,6520,2950,100,100
4,13,4013422210,2083,2611033,2611033,4,13,4013422210,2083,422210,422210,W,W,5314,5314,100,100,0,,,,2611033,2611033,2611033,2611033,100,100,100,100,5314,2083,100,100
4,13,4013422211,1204,2601074,2601074,4,13,4013319909,1001,422211,319909,P,P,2679,2278,0,0,0,,,,2644804,2572898,56142,56142,2.16,2.16,2.12,2.18,0,0,0,0
4,13,4013422211,1204,2601074,2601074,4,13,4013422211,1204,422211,422211,P,W,2679,2679,100,100,0,,,,2544932,2544932,2544932,2544932,97.84,97.84,100,100,2679,1204,100,100
4,13,4013422212,1789,2324709,2137225,4,13,4013319904,1990,422212,319904,P,P,4142,4865,0,0,0,,,,2598024,2586854,62789,62789,2.7,2.94,2.42,2.43,0,0,0,0
4,13,4013422212,1789,2324709,2137225,4,13,4013422212,1789,422212,422212,P,W,4142,4142,100,100,0,,,,2261920,2074436,2261920,2074436,97.3,97.06,100,100,4142,1789,100,100
4,13,4013422213,960,1295791,1270883,4,13,4013319906,1424,422213,319906,P,P,2455,3173,0,0,0,,,,2538665,2514406,3610,3610,0.28,0.28,0.14,0.14,0,0,0,0
4,13,4013422213,960,1295791,1270883,4,13,4013422213,960,422213,422213,P,P,2455,2455,100,100,0,,,,1307462,1282554,1292181,1267273,99.72,99.72,98.83,98.81,2455,960,100,100
4,13,4013422214,2930,2879296,2842858,4,13,4013422221,2063,422214,422221,P,W,6218,4075,65.54,100,34.46,,,,1901137,1864699,1901137,1864699,66.03,65.59,100,100,4075,2063,70.41,100
4,13,4013422214,2930,2879296,2842858,4,13,4013422222,867,422214,422222,P,W,6218,2143,34.46,100,65.54,,,,978159,978159,978159,978159,33.97,34.41,100,100,2143,867,29.59,100
4,13,4013422215,802,1296521,1296521,4,13,4013422215,802,422215,422215,W,W,2006,2006,100,100,0,,,,1296521,1296521,1296521,1296521,100,100,100,100,2006,802,100,100
4,13,4013422216,1985,2604654,2604654,4,13,4013422216,1985,422216,422216,W,W,5129,5129,100,100,0,,,,2604654,2604654,2604654,2604654,100,100,100,100,5129,1985,100,100
4,13,4013422217,1608,1289791,1289791,4,13,4013422217,1608,422217,422217,W,P,3527,3527,100,100,0,,,,1289817,1289817,1289791,1289791,100,100,100,100,3527,1608,100,100
4,13,4013422218,1195,1382951,1382951,4,13,4013319906,1424,422218,319906,P,P,3098,3173,0.1,0.09,0.01,,,,2538665,2514406,28020,28020,2.03,2.03,1.1,1.11,3,2,0.17,0.14
4,13,4013422218,1195,1382951,1382951,4,13,4013422218,1193,422218,422218,P,W,3098,3095,99.9,100,0.1,,,,1354931,1354931,1354931,1354931,97.97,97.97,100,100,3095,1193,99.83,100
4,13,4013422219,1347,1314654,1314654,4,13,4013422219,1347,422219,422219,W,W,2923,2923,100,100,0,,,,1314654,1314654,1314654,1314654,100,100,100,100,2923,1347,100,100
4,13,4013422220,811,1297931,1297931,4,13,4013422217,1608,422220,422217,P,P,1974,3527,0,0,0,,,,1289817,1289817,26,26,0,0,0,0,0,0,0,0
4,13,4013422220,811,1297931,1297931,4,13,4013422220,811,422220,422220,P,W,1974,1974,100,100,0,,,,1297905,1297905,1297905,1297905,100,100,100,100,1974,811,100,100
4,13,4013422301,1750,5127365,5110853,4,13,4013422301,1750,422301,422301,W,W,5617,5617,100,100,0,,,,5127365,5110853,5127365,5110853,100,100,100,100,5617,1750,100,100
4,13,4013422302,1945,2620840,2620840,4,13,4013422302,1945,422302,422302,W,W,4774,4774,100,100,0,,,,2620840,2620840,2620840,2620840,100,100,100,100,4774,1945,100,100
4,13,4013422304,1334,2612810,2612810,4,13,4013422304,1334,422304,422304,W,W,2786,2786,100,100,0,,,,2612810,2612810,2612810,2612810,100,100,100,100,2786,1334,100,100
4,13,4013422305,2397,2496993,2348603,4,13,4013422305,2397,422305,422305,W,W,5926,5926,100,100,0,,,,2496993,2348603,2496993,2348603,100,100,100,100,5926,2397,100,100
4,13,4013422307,1830,7863243,7863243,4,13,4013422307,1830,422307,422307,W,W,4350,4350,100,100,0,,,,7863243,7863243,7863243,7863243,100,100,100,100,4350,1830,100,100
4,13,4013422308,2092,2641302,2641302,4,13,4013422308,2092,422308,422308,W,W,5476,5476,100,100,0,,,,2641302,2641302,2641302,2641302,100,100,100,100,5476,2092,100,100
4,13,4013422309,2009,2592301,2592301,4,13,4013422309,2009,422309,422309,W,W,5346,5346,100,100,0,,,,2592301,2592301,2592301,2592301,100,100,100,100,5346,2009,100,100
4,13,4013422401,1448,2589512,2557661,4,13,4013422401,1448,422401,422401,W,W,3307,3307,100,100,0,,,,2589512,2557661,2589512,2557661,100,100,100,100,3307,1448,100,100
4,13,4013422402,1865,2475280,2475280,4,13,4013422402,1865,422402,422402,W,W,4977,4977,100,100,0,,,,2475280,2475280,2475280,2475280,100,100,100,100,4977,1865,100,100
4,13,4013422403,1881,2584626,2584626,4,13,4013422403,1881,422403,422403,W,W,5189,5189,100,100,0,,,,2584626,2584626,2584626,2584626,100,100,100,100,5189,1881,100,100
4,13,4013422404,1517,2515077,2515077,4,13,4013422404,1517,422404,422404,W,W,4334,4334,100,100,0,,,,2515077,2515077,2515077,2515077,100,100,100,100,4334,1517,100,100
4,13,4013422501,2028,2605463,2605463,4,13,4013422501,2028,422501,422501,W,W,5643,5643,100,100,0,,,,2605463,2605463,2605463,2605463,100,100,100,100,5643,2028,100,100
4,13,4013422502,2079,2570732,2570732,4,13,4013422502,2079,422502,422502,W,W,6086,6086,100,100,0,,,,2570732,2570732,2570732,2570732,100,100,100,100,6086,2079,100,100
4,13,4013422503,2349,2569001,2569001,4,13,4013422503,2349,422503,422503,W,W,6333,6333,100,100,0,,,,2569001,2569001,2569001,2569001,100,100,100,100,6333,2349,100,100
4,13,4013422504,1953,2604372,2604372,4,13,4013422504,1953,422504,422504,W,W,4671,4671,100,100,0,,,,2604372,2604372,2604372,2604372,100,100,100,100,4671,1953,100,100
4,13,4013422506,1961,2686054,2673961,4,13,4013422506,1938,422506,422506,P,W,5157,5072,98.35,100,1.65,,,,2550818,2538725,2550818,2538725,94.97,94.94,100,100,5072,1938,98.83,100
4,13,4013422506,1961,2686054,2673961,4,13,4013422508,1359,422506,422508,P,P,5157,3670,1.65,2.32,0.67,,,,2525053,2525053,135236,135236,5.03,5.06,5.36,5.36,85,23,1.17,1.69
4,13,4013422507,1811,2447030,2382575,4,13,4013422507,1811,422507,422507,W,W,4523,4523,100,100,0,,,,2447030,2382575,2447030,2382575,100,100,100,100,4523,1811,100,100
4,13,4013422508,1336,2389817,2389817,4,13,4013422508,1359,422508,422508,W,P,3585,3670,100,97.68,2.32,,,,2525053,2525053,2389817,2389817,100,100,94.64,94.64,3585,1336,100,98.31
4,13,4013422509,1876,2585653,2585653,4,13,4013422509,1876,422509,422509,W,W,5113,5113,100,100,0,,,,2585653,2585653,2585653,2585653,100,100,100,100,5113,1876,100,100
4,13,4013422510,1040,2585410,2585410,4,13,4013422510,1040,422510,422510,W,W,3416,3416,100,100,0,,,,2585410,2585410,2585410,2585410,100,100,100,100,3416,1040,100,100
4,13,4013422511,1013,2588107,2588107,4,13,4013422511,1013,422511,422511,W,W,3044,3044,100,100,0,,,,2588107,2588107,2588107,2588107,100,100,100,100,3044,1013,100,100
4,13,4013422512,1702,2584518,2584518,4,13,4013422512,1702,422512,422512,W,W,5037,5037,100,100,0,,,,2584518,2584518,2584518,2584518,100,100,100,100,5037,1702,100,100
4,13,4013422513,1759,2594968,2581984,4,13,4013422513,1759,422513,422513,W,W,4280,4280,100,100,0,,,,2594968,2581984,2594968,2581984,100,100,100,100,4280,1759,100,100
4,13,4013422514,1801,2697869,2697869,4,13,4013422514,1801,422514,422514,P,W,4352,4352,100,100,0,,,,2464738,2464738,2464738,2464738,91.36,91.36,100,100,4352,1801,100,100
4,13,4013422514,1801,2697869,2697869,4,13,4013422636,1273,422514,422636,P,P,4352,2489,0,0,0,,,,2714172,2714172,233131,233131,8.64,8.64,8.59,8.59,0,0,0,0
4,13,4013422601,9875,31086665,31075090,4,13,4013422616,2575,422601,422616,P,P,26521,4513,0,0,0,,,,5321701,5258677,44731,44731,0.14,0.14,0.84,0.85,0,0,0,0
4,13,4013422601,9875,31086665,31075090,4,13,4013422642,2179,422601,422642,P,W,26521,5715,21.55,100,78.45,,,,2574603,2574603,2574603,2574603,8.28,8.29,100,100,5715,2179,22.07,100
4,13,4013422601,9875,31086665,31075090,4,13,4013422643,1904,422601,422643,P,W,26521,5789,21.83,100,78.17,,,,5154767,5153278,5154767,5153278,16.58,16.58,100,100,5789,1904,19.28,100
4,13,4013422601,9875,31086665,31075090,4,13,4013422644,3371,422601,422644,P,P,26521,7287,27.48,100,72.52,,,,7788410,7784176,7784650,7780416,25.04,25.04,99.95,99.95,7287,3371,34.14,100
4,13,4013422601,9875,31086665,31075090,4,13,4013422646,2421,422601,422646,P,W,26521,7730,29.15,100,70.85,,,,5609684,5609684,5609684,5609684,18.05,18.05,100,100,7730,2421,24.52,100
4,13,4013422601,9875,31086665,31075090,4,13,4013980600,0,422601,980600,P,W,26521,0,0,0,0,,,,9918230,9912378,9918230,9912378,31.91,31.9,100,100,0,0,0,0
4,13,4013422602,2369,5112155,5110826,4,13,4013422620,1018,422602,422620,P,W,7563,3261,43.12,100,56.88,,,,2558172,2556843,2558172,2556843,50.04,50.03,100,100,3261,1018,42.97,100
4,13,4013422602,2369,5112155,5110826,4,13,4013422621,1351,422602,422621,P,W,7563,4302,56.88,100,43.12,,,,2550382,2550382,2550382,2550382,49.89,49.9,100,100,4302,1351,57.03,100
4,13,4013422602,2369,5112155,5110826,4,13,4013422622,1487,422602,422622,P,P,7563,4237,0,0,0,,,,2541399,2541399,3601,3601,0.07,0.07,0.14,0.14,0,0,0,0
4,13,4013422603,5478,3842151,3842151,4,13,4013422624,3062,422603,422624,P,W,6495,2771,42.66,100,57.34,,,,1466700,1466700,1466700,1466700,38.17,38.17,100,100,2771,3062,55.9,100
4,13,4013422603,5478,3842151,3842151,4,13,4013422625,2416,422603,422625,P,W,6495,3724,57.34,100,42.66,,,,2375451,2375451,2375451,2375451,61.83,61.83,100,100,3724,2416,44.1,100
4,13,4013422604,4249,3919645,3919645,4,13,4013422626,2278,422604,422626,P,W,5948,2510,42.2,100,57.8,,,,1833817,1833817,1833817,1833817,46.79,46.79,100,100,2510,2278,53.61,100
4,13,4013422604,4249,3919645,3919645,4,13,4013422627,1971,422604,422627,P,W,5948,3438,57.8,100,42.2,,,,2085828,2085828,2085828,2085828,53.21,53.21,100,100,3438,1971,46.39,100
4,13,4013422605,3560,3903183,3868539,4,13,4013422628,1897,422605,422628,P,W,7242,3616,49.93,100,50.07,,,,1954352,1920030,1954352,1920030,50.07,49.63,100,100,3616,1897,53.29,100
4,13,4013422605,3560,3903183,3868539,4,13,4013422629,1663,422605,422629,P,W,7242,3626,50.07,100,49.93,,,,1948831,1948509,1948831,1948509,49.93,50.37,100,100,3626,1663,46.71,100
4,13,4013422606,2732,10188356,10188356,4,13,4013422606,2732,422606,422606,W,W,9135,9135,100,100,0,,,,10188356,10188356,10188356,10188356,100,100,100,100,9135,2732,100,100
4,13,4013422607,3164,2585845,2585845,4,13,4013422607,3164,422607,422607,W,W,4148,4148,100,100,0,,,,2585845,2585845,2585845,2585845,100,100,100,100,4148,3164,100,100
4,13,4013422608,7313,12773444,12716134,4,13,4013422636,1273,422608,422636,P,P,13568,2489,18.34,100,81.66,,,,2714172,2714172,2481041,2481041,19.42,19.51,91.41,91.41,2489,1273,17.41,100
4,13,4013422608,7313,12773444,12716134,4,13,4013422637,1172,422608,422637,P,W,13568,3325,24.51,100,75.49,,,,1408370,1408370,1408370,1408370,11.03,11.08,100,100,3325,1172,16.03,100
4,13,4013422608,7313,12773444,12716134,4,13,4013422638,1729,422608,422638,P,W,13568,4096,30.19,100,69.81,,,,2684942,2684942,2684942,2684942,21.02,21.11,100,100,4096,1729,23.64,100
4,13,4013422608,7313,12773444,12716134,4,13,4013422639,3139,422608,422639,P,W,13568,3658,26.96,100,73.04,,,,6199091,6141781,6199091,6141781,48.53,48.3,100,100,3658,3139,42.92,100
4,13,4013422609,1887,2576791,2565520,4,13,4013422609,1887,422609,422609,W,W,3819,3819,100,100,0,,,,2576791,2565520,2576791,2565520,100,100,100,100,3819,1887,100,100
4,13,4013422610,2625,2610594,2594404,4,13,4013422610,2625,422610,422610,W,W,3039,3039,100,100,0,,,,2610594,2594404,2610594,2594404,100,100,100,100,3039,2625,100,100
4,13,4013422611,7675,10151847,10147047,4,13,4013422632,1992,422611,422632,P,W,12030,3975,33.04,100,66.96,,,,2589084,2589084,2589084,2589084,25.5,25.52,100,100,3975,1992,25.95,100
4,13,4013422611,7675,10151847,10147047,4,13,4013422633,1519,422611,422633,P,W,12030,2753,22.88,100,77.12,,,,2610115,2610115,2610115,2610115,25.71,25.72,100,100,2753,1519,19.79,100
4,13,4013422611,7675,10151847,10147047,4,13,4013422634,2332,422611,422634,P,W,12030,4191,34.84,100,65.16,,,,2549474,2547813,2549474,2547813,25.11,25.11,100,100,4191,2332,30.38,100
4,13,4013422611,7675,10151847,10147047,4,13,4013422635,1832,422611,422635,P,W,12030,1111,9.24,100,90.76,,,,2403174,2400035,2403174,2400035,23.67,23.65,100,100,1111,1832,23.87,100
4,13,4013422612,3045,7631619,7631619,4,13,4013422622,1487,422612,422622,P,P,9049,4237,46.82,100,53.18,,,,2541399,2541399,2537798,2537798,33.25,33.25,99.86,99.86,4237,1487,48.83,100
4,13,4013422612,3045,7631619,7631619,4,13,4013422623,1558,422612,422623,P,W,9049,4812,53.18,100,46.82,,,,5093821,5093821,5093821,5093821,66.75,66.75,100,100,4812,1558,51.17,100
4,13,4013422614,4379,5159133,5154034,4,13,4013422630,2437,422614,422630,P,P,7719,3870,49.7,99.12,49.42,,,,2043689,2043689,2034330,2034330,39.43,39.47,99.54,99.54,3836,2421,55.29,99.34
4,13,4013422614,4379,5159133,5154034,4,13,4013422631,1958,422614,422631,P,W,7719,3883,50.3,100,49.7,,,,3124803,3119704,3124803,3119704,60.57,60.53,100,100,3883,1958,44.71,100
4,13,4013422615,2618,5178132,5150703,4,13,4013422615,2602,422615,422615,P,W,6732,6698,99.49,100,0.51,,,,5168773,5141344,5168773,5141344,99.82,99.82,100,100,6698,2602,99.39,100
4,13,4013422615,2618,5178132,5150703,4,13,4013422630,2437,422615,422630,P,P,6732,3870,0.51,0.88,0.37,,,,2043689,2043689,9359,9359,0.18,0.18,0.46,0.46,34,16,0.61,0.66
4,13,4013422616,2575,5280730,5217706,4,13,4013422616,2575,422616,422616,P,P,4513,4513,100,100,0,,,,5321701,5258677,5276970,5213946,99.93,99.93,99.16,99.15,4513,2575,100,100
4,13,4013422616,2575,5280730,5217706,4,13,4013422644,3371,422616,422644,P,P,4513,7287,0,0,0,,,,7788410,7784176,3760,3760,0.07,0.07,0.05,0.05,0,0,0,0
4,13,4013422617,2020,2636819,2636361,4,13,4013422617,2020,422617,422617,W,W,5866,5866,100,100,0,,,,2636819,2636361,2636819,2636361,100,100,100,100,5866,2020,100,100
4,13,4013422618,2389,2456586,2452915,4,13,4013422618,2389,422618,422618,W,W,2954,2954,100,100,0,,,,2456586,2452915,2456586,2452915,100,100,100,100,2954,2389,100,100
4,13,4013422619,4751,18051579,18014276,4,13,4013422640,2604,422619,422640,P,W,11279,4647,41.2,100,58.8,,,,2609680,2607365,2609680,2607365,14.46,14.47,100,100,4647,2604,54.81,100
4,13,4013422619,4751,18051579,18014276,4,13,4013422641,2071,422619,422641,P,W,11279,6346,56.26,100,43.74,,,,7721487,7715123,7721487,7715123,42.77,42.83,100,100,6346,2071,43.59,100
4,13,4013422619,4751,18051579,18014276,4,13,4013817600,308,422619,817600,P,P,11279,998,2.54,28.66,26.12,,,,45116894,45030861,7720412,7691788,42.77,42.7,17.11,17.08,286,76,1.6,24.68
4,13,4013522703,1316,7954064,7954064,4,13,4013816500,1316,522703,816500,W,W,3883,3883,100,100,0,,,,7954064,7954064,7954064,7954064,100,100,100,100,3883,1316,100,100
