name,label,predicateType,group,limit,attributes,concept,required
B08128_048E,Estimate!!Total!!Walked!!Federal government workers,int,B08128,0,"B08128_048EA,B08128_048M,B08128_048MA",NA,NA
B24126_151E,Estimate!!Total!!Announcers,int,B24126,0,"B24126_151EA,B24126_151M,B24126_151MA",NA,NA
B24124_224E,Estimate!!Total!!Cooks,int,B24124,0,"B24124_224EA,B24124_224M,B24124_224MA",NA,NA
B08501_015E,"Estimate!!Total!!Car, truck, or van - drove alone!!60 to 64 years",int,B08501,0,"B08501_015EA,B08501_015M,B08501_015MA",NA,NA
B03001_028E,Estimate!!Total!!Hispanic or Latino!!Other Hispanic or Latino!!Spaniard,int,B03001,0,"B03001_028EA,B03001_028M,B03001_028MA",NA,NA
B20005F_011E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$12,500 to $14,999",int,B20005F,0,"B20005F_011EA,B20005F_011M,B20005F_011MA",NA,NA
B16005C_009E,Estimate!!Total!!Foreign born!!Speak another language,int,B16005C,0,"B16005C_009EA,B16005C_009M,B16005C_009MA",NA,NA
B19037H_026E,"Estimate!!Total!!Householder 25 to 44 years!!$35,000 to $39,999",int,B19037H,0,"B19037H_026EA,B19037H_026M,B19037H_026MA",NA,NA
B11005_012E,Estimate!!Total!!Households with no people under 18 years!!Family households,int,B11005,0,"B11005_012EA,B11005_012M,B11005_012MA",NA,NA
B08128_047E,Estimate!!Total!!Walked!!State government workers,int,B08128,0,"B08128_047EA,B08128_047M,B08128_047MA",NA,NA
B11005_014E,Estimate!!Total!!Households with no people under 18 years!!Family households!!Other family,int,B11005,0,"B11005_014EA,B11005_014M,B11005_014MA",NA,NA
B24126_150E,"Estimate!!Total!!Entertainers and performers, sports and related workers, all other",int,B24126,0,"B24126_150EA,B24126_150M,B24126_150MA",NA,NA
B08501_014E,"Estimate!!Total!!Car, truck, or van - drove alone!!55 to 59 years",int,B08501,0,"B08501_014EA,B08501_014M,B08501_014MA",NA,NA
B24124_223E,Estimate!!Total!!First-line supervisors of food preparation and serving workers,int,B24124,0,"B24124_223EA,B24124_223M,B24124_223MA",NA,NA
B03001_027E,Estimate!!Total!!Hispanic or Latino!!Other Hispanic or Latino,int,B03001,0,"B03001_027EA,B03001_027M,B03001_027MA",NA,NA
B20005F_012E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$15,000 to $17,499",int,B20005F,0,"B20005F_012EA,B20005F_012M,B20005F_012MA",NA,NA
B19037H_027E,"Estimate!!Total!!Householder 25 to 44 years!!$40,000 to $44,999",int,B19037H,0,"B19037H_027EA,B19037H_027M,B19037H_027MA",NA,NA
B08128_042E,Estimate!!Total!!Walked!!Private for-profit wage and salary workers,int,B08128,0,"B08128_042EA,B08128_042M,B08128_042MA",NA,NA
B07004B_003E,Estimate!!Total!!Moved within same county,int,B07004B,0,"B07004B_003EA,B07004B_003M,B07004B_003MA",NA,NA
B11001F_009E,Estimate!!Total!!Nonfamily households!!Householder not living alone,int,B11001F,0,"B11001F_009EA,B11001F_009M,B11001F_009MA",NA,NA
B24126_157E,Estimate!!Total!!Miscellaneous media and communication workers,int,B24126,0,"B24126_157EA,B24126_157M,B24126_157MA",NA,NA
B24126_158E,"Estimate!!Total!!Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators",int,B24126,0,"B24126_158EA,B24126_158M,B24126_158MA",NA,NA
B24124_227E,"Estimate!!Total!!Combined food preparation and serving workers, including fast food",int,B24124,0,"B24124_227EA,B24124_227M,B24124_227MA",NA,NA
B03001_026E,Estimate!!Total!!Hispanic or Latino!!South American!!Other South American,int,B03001,0,"B03001_026EA,B03001_026M,B03001_026MA",NA,NA
B19037H_020E,"Estimate!!Total!!Householder 25 to 44 years!!Less than $10,000",int,B19037H,0,"B19037H_020EA,B19037H_020M,B19037H_020MA",NA,NA
B08128_041E,Estimate!!Total!!Walked,int,B08128,0,"B08128_041EA,B08128_041M,B08128_041MA",NA,NA
B24124_225E,Estimate!!Total!!Food preparation workers,int,B24124,0,"B24124_225EA,B24124_225M,B24124_225MA",NA,NA
B07004B_004E,Estimate!!Total!!Moved from different county within same state,int,B07004B,0,"B07004B_004EA,B07004B_004M,B07004B_004MA",NA,NA
B24126_156E,Estimate!!Total!!Writers and authors,int,B24126,0,"B24126_156EA,B24126_156M,B24126_156MA",NA,NA
B19037H_021E,"Estimate!!Total!!Householder 25 to 44 years!!$10,000 to $14,999",int,B19037H,0,"B19037H_021EA,B19037H_021M,B19037H_021MA",NA,NA
B03001_025E,Estimate!!Total!!Hispanic or Latino!!South American!!Venezuelan,int,B03001,0,"B03001_025EA,B03001_025M,B03001_025MA",NA,NA
B24124_226E,Estimate!!Total!!Bartenders,int,B24124,0,"B24124_226EA,B24124_226M,B24124_226MA",NA,NA
B11001F_007E,Estimate!!Total!!Nonfamily households,int,B11001F,0,"B11001F_007EA,B11001F_007M,B11001F_007MA",NA,NA
B07004B_001E,Estimate!!Total,int,B07004B,0,"B07004B_001EA,B07004B_001M,B07004B_001MA",NA,NA
B08006_018E,Estimate!!Total!!Male,int,B08006,0,"B08006_018EA,B08006_018M,B08006_018MA",NA,NA
B08128_044E,Estimate!!Total!!Walked!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,int,B08128,0,"B08128_044EA,B08128_044M,B08128_044MA",NA,NA
B24126_155E,Estimate!!Total!!Technical writers,int,B24126,0,"B24126_155EA,B24126_155M,B24126_155MA",NA,NA
B08501_011E,"Estimate!!Total!!Car, truck, or van - drove alone!!20 to 24 years",int,B08501,0,"B08501_011EA,B08501_011M,B08501_011MA",NA,NA
B19037H_022E,"Estimate!!Total!!Householder 25 to 44 years!!$15,000 to $19,999",int,B19037H,0,"B19037H_022EA,B19037H_022M,B19037H_022MA",NA,NA
B03001_024E,Estimate!!Total!!Hispanic or Latino!!South American!!Uruguayan,int,B03001,0,"B03001_024EA,B03001_024M,B03001_024MA",NA,NA
B24124_229E,Estimate!!Total!!Waiters and waitresses,int,B24124,0,"B24124_229EA,B24124_229M,B24124_229MA",NA,NA
B11001F_008E,Estimate!!Total!!Nonfamily households!!Householder living alone,int,B11001F,0,"B11001F_008EA,B11001F_008M,B11001F_008MA",NA,NA
B07004B_002E,Estimate!!Total!!Same house 1 year ago,int,B07004B,0,"B07004B_002EA,B07004B_002M,B07004B_002MA",NA,NA
B08128_043E,Estimate!!Total!!Walked!!Private for-profit wage and salary workers!!Employee of private company workers,int,B08128,0,"B08128_043EA,B08128_043M,B08128_043MA",NA,NA
B08006_019E,"Estimate!!Total!!Male!!Car, truck, or van",int,B08006,0,"B08006_019EA,B08006_019M,B08006_019MA",NA,NA
B24126_154E,Estimate!!Total!!Editors,int,B24126,0,"B24126_154EA,B24126_154M,B24126_154MA",NA,NA
B08501_010E,"Estimate!!Total!!Car, truck, or van - drove alone!!16 to 19 years",int,B08501,0,"B08501_010EA,B08501_010M,B08501_010MA",NA,NA
B19037H_023E,"Estimate!!Total!!Householder 25 to 44 years!!$20,000 to $24,999",int,B19037H,0,"B19037H_023EA,B19037H_023M,B19037H_023MA",NA,NA
B24124_228E,"Estimate!!Total!!Counter attendants, cafeteria, food concession, and coffee shop",int,B24124,0,"B24124_228EA,B24124_228M,B24124_228MA",NA,NA
B03001_023E,Estimate!!Total!!Hispanic or Latino!!South American!!Peruvian,int,B03001,0,"B03001_023EA,B03001_023M,B03001_023MA",NA,NA
B11001F_005E,"Estimate!!Total!!Family households!!Other family!!Male householder, no wife present",int,B11001F,0,"B11001F_005EA,B11001F_005M,B11001F_005MA",NA,NA
B20005F_018E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$35,000 to $39,999",int,B20005F,0,"B20005F_018EA,B20005F_018M,B20005F_018MA",NA,NA
B08006_016E,"Estimate!!Total!!Taxicab, motorcycle, or other means",int,B08006,0,"B08006_016EA,B08006_016M,B08006_016MA",NA,NA
B17001F_009E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!16 and 17 years,int,B17001F,0,"B17001F_009EA,B17001F_009M,B17001F_009MA",NA,NA
B20005F_019E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$40,000 to $44,999",int,B20005F,0,"B20005F_019EA,B20005F_019M,B20005F_019MA",NA,NA
B08006_017E,Estimate!!Total!!Worked at home,int,B08006,0,"B08006_017EA,B08006_017M,B08006_017MA",NA,NA
B20005H_080E,"Estimate!!Total!!Female!!Other!!With earnings!!$10,000 to $12,499",int,B20005H,0,"B20005H_080EA,B20005H_080M,B20005H_080MA",NA,NA
B11001F_006E,"Estimate!!Total!!Family households!!Other family!!Female householder, no husband present",int,B11001F,0,"B11001F_006EA,B11001F_006M,B11001F_006MA",NA,NA
B11001F_003E,Estimate!!Total!!Family households!!Married-couple family,int,B11001F,0,"B11001F_003EA,B11001F_003M,B11001F_003MA",NA,NA
B08006_014E,Estimate!!Total!!Bicycle,int,B08006,0,"B08006_014EA,B08006_014M,B08006_014MA",NA,NA
B20005H_081E,"Estimate!!Total!!Female!!Other!!With earnings!!$12,500 to $14,999",int,B20005H,0,"B20005H_081EA,B20005H_081M,B20005H_081MA",NA,NA
B20005H_082E,"Estimate!!Total!!Female!!Other!!With earnings!!$15,000 to $17,499",int,B20005H,0,"B20005H_082EA,B20005H_082M,B20005H_082MA",NA,NA
B11001F_004E,Estimate!!Total!!Family households!!Other family,int,B11001F,0,"B11001F_004EA,B11001F_004M,B11001F_004MA",NA,NA
B08006_015E,Estimate!!Total!!Walked,int,B08006,0,"B08006_015EA,B08006_015M,B08006_015MA",NA,NA
B19037H_028E,"Estimate!!Total!!Householder 25 to 44 years!!$45,000 to $49,999",int,B19037H,0,"B19037H_028EA,B19037H_028M,B19037H_028MA",NA,NA
B24123_269E,"Estimate!!Total!!Securities, commodities, and financial services sales agents",int,B24123,0,"B24123_269EA,B24123_269M,B24123_269MA",NA,NA
B20005F_013E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$17,500 to $19,999",int,B20005F,0,"B20005F_013EA,B20005F_013M,B20005F_013MA",NA,NA
B08006_012E,Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad,int,B08006,0,"B08006_012EA,B08006_012M,B08006_012MA",NA,NA
B20005H_083E,"Estimate!!Total!!Female!!Other!!With earnings!!$17,500 to $19,999",int,B20005H,0,"B20005H_083EA,B20005H_083M,B20005H_083MA",NA,NA
B11001F_001E,Estimate!!Total,int,B11001F,0,"B11001F_001EA,B11001F_001M,B11001F_001MA",NA,NA
B24123_268E,Estimate!!Total!!Insurance sales agents,int,B24123,0,"B24123_268EA,B24123_268M,B24123_268MA",NA,NA
B20005F_014E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$20,000 to $22,499",int,B20005F,0,"B20005F_014EA,B20005F_014M,B20005F_014MA",NA,NA
B08006_013E,Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat,int,B08006,0,"B08006_013EA,B08006_013M,B08006_013MA",NA,NA
B08128_049E,Estimate!!Total!!Walked!!Self-employed in own not incorporated business workers,int,B08128,0,"B08128_049EA,B08128_049M,B08128_049MA",NA,NA
B11001F_002E,Estimate!!Total!!Family households,int,B11001F,0,"B11001F_002EA,B11001F_002M,B11001F_002MA",NA,NA
B20005H_084E,"Estimate!!Total!!Female!!Other!!With earnings!!$20,000 to $22,499",int,B20005H,0,"B20005H_084EA,B20005H_084M,B20005H_084MA",NA,NA
B20005F_015E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$22,500 to $24,999",int,B20005F,0,"B20005F_015EA,B20005F_015M,B20005F_015MA",NA,NA
B19037H_029E,"Estimate!!Total!!Householder 25 to 44 years!!$50,000 to $59,999",int,B19037H,0,"B19037H_029EA,B19037H_029M,B19037H_029MA",NA,NA
B24123_267E,Estimate!!Total!!Advertising sales agents,int,B24123,0,"B24123_267EA,B24123_267M,B24123_267MA",NA,NA
B24124_220E,Estimate!!Total!!Transportation security screeners,int,B24124,0,"B24124_220EA,B24124_220M,B24124_220MA",NA,NA
B08006_010E,Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico),int,B08006,0,"B08006_010EA,B08006_010M,B08006_010MA",NA,NA
B20005H_085E,"Estimate!!Total!!Female!!Other!!With earnings!!$22,500 to $24,999",int,B20005H,0,"B20005H_085EA,B20005H_085M,B20005H_085MA",NA,NA
B20005F_016E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$25,000 to $29,999",int,B20005F,0,"B20005F_016EA,B20005F_016M,B20005F_016MA",NA,NA
B24123_266E,Estimate!!Total!!Retail salespersons,int,B24123,0,"B24123_266EA,B24123_266M,B24123_266MA",NA,NA
B20005H_086E,"Estimate!!Total!!Female!!Other!!With earnings!!$25,000 to $29,999",int,B20005H,0,"B20005H_086EA,B20005H_086M,B20005H_086MA",NA,NA
B08006_011E,Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated,int,B08006,0,"B08006_011EA,B08006_011M,B08006_011MA",NA,NA
B20005F_017E,"Estimate!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$30,000 to $34,999",int,B20005F,0,"B20005F_017EA,B20005F_017M,B20005F_017MA",NA,NA
B08006_021E,"Estimate!!Total!!Male!!Car, truck, or van!!Carpooled",int,B08006,0,"B08006_021EA,B08006_021M,B08006_021MA",NA,NA
B08141_035E,Estimate!!Total!!Worked at home!!3 or more vehicles available,int,B08141,0,"B08141_035EA,B08141_035M,B08141_035MA",NA,NA
B17001F_001E,Estimate!!Total,int,B17001F,0,"B17001F_001EA,B17001F_001M,B17001F_001MA",NA,NA
B17003_016E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!High school graduate (includes equivalency),int,B17003,0,"B17003_016EA,B17003_016M,B17003_016MA",NA,NA
B17020F_001E,Estimate!!Total,int,B17020F,0,"B17020F_001EA,B17020F_001M,B17020F_001MA",NA,NA
B24123_276E,Estimate!!Total!!Telemarketers,int,B24123,0,"B24123_276EA,B24123_276M,B24123_276MA",NA,NA
B08141_034E,Estimate!!Total!!Worked at home!!2 vehicles available,int,B08141,0,"B08141_034EA,B08141_034M,B08141_034MA",NA,NA
B08006_020E,"Estimate!!Total!!Male!!Car, truck, or van!!Drove alone",int,B08006,0,"B08006_020EA,B08006_020M,B08006_020MA",NA,NA
B17001F_002E,Estimate!!Total!!Income in the past 12 months below poverty level,int,B17001F,0,"B17001F_002EA,B17001F_002M,B17001F_002MA",NA,NA
B17020F_002E,Estimate!!Total!!Income in the past 12 months below poverty level,int,B17020F,0,"B17020F_002EA,B17020F_002M,B17020F_002MA",NA,NA
B17003_017E,"Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Some college, associate's degree",int,B17003,0,"B17003_017EA,B17003_017M,B17003_017MA",NA,NA
B24123_277E,"Estimate!!Total!!Door-to-door sales workers, news and street vendors, and related workers",int,B24123,0,"B24123_277EA,B24123_277M,B24123_277MA",NA,NA
B17001F_003E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male,int,B17001F,0,"B17001F_003EA,B17001F_003M,B17001F_003MA",NA,NA
B25014D_002E,Estimate!!Total!!1.00 or less occupants per room,int,B25014D,0,"B25014D_002EA,B25014D_002M,B25014D_002MA",NA,NA
B02001_002E,Estimate!!Total!!White alone,int,B02001,0,"B02001_002EA,B02001_002M,B02001_002MA",NA,NA
B17003_018E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher,int,B17003,0,"B17003_018EA,B17003_018M,B17003_018MA",NA,NA
B17020F_003E,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 5 years,int,B17020F,0,"B17020F_003EA,B17020F_003M,B17020F_003MA",NA,NA
B24123_274E,Estimate!!Total!!Real estate brokers and sales agents,int,B24123,0,"B24123_274EA,B24123_274M,B24123_274MA",NA,NA
B08141_033E,Estimate!!Total!!Worked at home!!1 vehicle available,int,B08141,0,"B08141_033EA,B08141_033M,B08141_033MA",NA,NA
B25014D_003E,Estimate!!Total!!1.01 or more occupants per room,int,B25014D,0,"B25014D_003EA,B25014D_003M,B25014D_003MA",NA,NA
B17001F_004E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Under 5 years,int,B17001F,0,"B17001F_004EA,B17001F_004M,B17001F_004MA",NA,NA
B02001_001E,Estimate!!Total,int,B02001,0,"B02001_001EA,B02001_001M,B02001_001MA",NA,NA
B17003_019E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female,int,B17003,0,"B17003_019EA,B17003_019M,B17003_019MA",NA,NA
B17020F_004E,Estimate!!Total!!Income in the past 12 months below poverty level!!5 years,int,B17020F,0,"B17020F_004EA,B17020F_004M,B17020F_004MA",NA,NA
B24123_275E,Estimate!!Total!!Sales engineers,int,B24123,0,"B24123_275EA,B24123_275M,B24123_275MA",NA,NA
B08141_032E,Estimate!!Total!!Worked at home!!No vehicle available,int,B08141,0,"B08141_032EA,B08141_032M,B08141_032MA",NA,NA
B17001F_005E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!5 years,int,B17001F,0,"B17001F_005EA,B17001F_005M,B17001F_005MA",NA,NA
B02001_004E,Estimate!!Total!!American Indian and Alaska Native alone,int,B02001,0,"B02001_004EA,B02001_004M,B02001_004MA",NA,NA
B08141_031E,Estimate!!Total!!Worked at home,int,B08141,0,"B08141_031EA,B08141_031M,B08141_031MA",NA,NA
B24123_272E,"Estimate!!Total!!Sales representatives, wholesale and manufacturing",int,B24123,0,"B24123_272EA,B24123_272M,B24123_272MA",NA,NA
B02001_003E,Estimate!!Total!!Black or African American alone,int,B02001,0,"B02001_003EA,B02001_003M,B02001_003MA",NA,NA
B17001F_006E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!6 to 11 years,int,B17001F,0,"B17001F_006EA,B17001F_006M,B17001F_006MA",NA,NA
B16005C_010E,"Estimate!!Total!!Foreign born!!Speak another language!!Speak English ""very well""",int,B16005C,0,"B16005C_010EA,B16005C_010M,B16005C_010MA",NA,NA
B08141_030E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!3 or more vehicles available",int,B08141,0,"B08141_030EA,B08141_030M,B08141_030MA",NA,NA
B24123_273E,"Estimate!!Total!!Models, demonstrators, and product promoters",int,B24123,0,"B24123_273EA,B24123_273M,B24123_273MA",NA,NA
B16005C_011E,"Estimate!!Total!!Foreign born!!Speak another language!!Speak English less than ""very well""",int,B16005C,0,"B16005C_011EA,B16005C_011M,B16005C_011MA",NA,NA
B02001_006E,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,int,B02001,0,"B02001_006EA,B02001_006M,B02001_006MA",NA,NA
B20005H_090E,"Estimate!!Total!!Female!!Other!!With earnings!!$45,000 to $49,999",int,B20005H,0,"B20005H_090EA,B20005H_090M,B20005H_090MA",NA,NA
B17001F_007E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!12 to 14 years,int,B17001F,0,"B17001F_007EA,B17001F_007M,B17001F_007MA",NA,NA
B24123_270E,Estimate!!Total!!Travel agents,int,B24123,0,"B24123_270EA,B24123_270M,B24123_270MA",NA,NA
B02001_005E,Estimate!!Total!!Asian alone,int,B02001,0,"B02001_005EA,B02001_005M,B02001_005MA",NA,NA
B17001F_008E,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!15 years,int,B17001F,0,"B17001F_008EA,B17001F_008M,B17001F_008MA",NA,NA
B24123_271E,"Estimate!!Total!!Sales representatives, services, all other",int,B24123,0,"B24123_271EA,B24123_271M,B24123_271MA",NA,NA
B21004_007E,Estimate!!Total!!Nonveteran!!Female,int,B21004,0,"B21004_007EA,B21004_007M,B21004_007MA",NA,NA
B21004_006E,Estimate!!Total!!Nonveteran!!Male,int,B21004,0,"B21004_006EA,B21004_006M,B21004_006MA",NA,NA
B03001_021E,Estimate!!Total!!Hispanic or Latino!!South American!!Ecuadorian,int,B03001,0,"B03001_021EA,B03001_021M,B03001_021MA",NA,NA
B06002_003E,Estimate!!Median age!!Total!!Born in other state of the United States,float,B06002,0,"B06002_003EA,B06002_003M,B06002_003MA",NA,NA
B11005_008E,Estimate!!Total!!Households with one or more people under 18 years!!Nonfamily households,int,B11005,0,"B11005_008EA,B11005_008M,B11005_008MA",NA,NA
B06002_002E,Estimate!!Median age!!Total!!Born in state of residence,float,B06002,0,"B06002_002EA,B06002_002M,B06002_002MA",NA,NA
B21004_005E,Estimate!!Total!!Nonveteran,int,B21004,0,"B21004_005EA,B21004_005M,B21004_005MA",NA,NA
B03001_022E,Estimate!!Total!!Hispanic or Latino!!South American!!Paraguayan,int,B03001,0,"B03001_022EA,B03001_022M,B03001_022MA",NA,NA
B11005_007E,"Estimate!!Total!!Households with one or more people under 18 years!!Family households!!Other family!!Female householder, no husband present",int,B11005,0,"B11005_007EA,B11005_007M,B11005_007MA",NA,NA
B08128_050E,Estimate!!Total!!Walked!!Unpaid family workers,int,B08128,0,"B08128_050EA,B08128_050M,B08128_050MA",NA,NA
B21004_004E,Estimate!!Total!!Veteran!!Female,int,B21004,0,"B21004_004EA,B21004_004M,B21004_004MA",NA,NA
B99243_002E,Estimate!!Total!!Imputed,int,B99243,0,B99243_002EA,NA,NA
B24126_159E,Estimate!!Total!!Photographers,int,B24126,0,"B24126_159EA,B24126_159M,B24126_159MA",NA,NA
B17003_010E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!High school graduate (includes equivalency),int,B17003,0,"B17003_010EA,B17003_010M,B17003_010MA",NA,NA
B06002_005E,Estimate!!Median age!!Total!!Foreign born,float,B06002,0,"B06002_005EA,B06002_005M,B06002_005MA",NA,NA
B06012PR_020E,Estimate!!Total!!Foreign born!!At or above 150 percent of the poverty level,int,B06012PR,0,"B06012PR_020EA,B06012PR_020M,B06012PR_020MA",NA,NA
B07004B_006E,Estimate!!Total!!Moved from abroad,int,B07004B,0,"B07004B_006EA,B07004B_006M,B07004B_006MA",NA,NA
B08128_051E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means",int,B08128,0,"B08128_051EA,B08128_051M,B08128_051MA",NA,NA
B21004_003E,Estimate!!Total!!Veteran!!Male,int,B21004,0,"B21004_003EA,B21004_003M,B21004_003MA",NA,NA
B99243_003E,Estimate!!Total!!Not Imputed,int,B99243,0,B99243_003EA,NA,NA
B06002_004E,Estimate!!Median age!!Total!!Native; born outside the United States,float,B06002,0,"B06002_004EA,B06002_004M,B06002_004MA",NA,NA
B17003_011E,"Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Some college, associate's degree",int,B17003,0,"B17003_011EA,B17003_011M,B17003_011MA",NA,NA
B03001_020E,Estimate!!Total!!Hispanic or Latino!!South American!!Colombian,int,B03001,0,"B03001_020EA,B03001_020M,B03001_020MA",NA,NA
B11005_009E,Estimate!!Total!!Households with one or more people under 18 years!!Nonfamily households!!Male householder,int,B11005,0,"B11005_009EA,B11005_009M,B11005_009MA",NA,NA
B08128_052E,"Estimate!!Total!!Taxicab, motorcycle, bicycle, or other means!!Private for-profit wage and salary workers",int,B08128,0,"B08128_052EA,B08128_052M,B08128_052MA",NA,NA
B07004B_005E,Estimate!!Total!!Moved from different state,int,B07004B,0,"B07004B_005EA,B07004B_005M,B07004B_005MA",NA,NA
B17003_012E,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Bachelor's degree or higher,int,B17003,0,"B17003_012EA,B17003_012M,B17003_012MA",NA,NA
B21004_002E,Estimate!!Total!!Veteran,int,B21004,0,"B21004_002EA,B21004_002M,B21004_002MA",NA,NA
B21004_001E,Estimate!!Total,int,B21004,0,"B21004_001EA,B21004_001M,B21004_001MA",NA,NA
B08501_016E,"Estimate!!Total!!Car, truck, or van - drove alone!!65 years and over",int,B08501,0,"B08501_016EA,B08501_016M,B08501_016MA",NA,NA
B11005_004E,Estimate!!Total!!Households with one or more people under 18 years!!Family households!!Married-couple family,int,B11005,0,"B11005_004EA,B11005_004M,B11005_004MA",NA,NA
B17003_013E,Estimate!!Total!!Income in the past 12 months at or above poverty level,int,B17003,0,"B17003_013EA,B17003_013M,B17003_013MA",NA,NA
B99243_001E,Estimate!!Total,int,B99243,0,B99243_001EA,NA,NA
B25014D_001E,Estimate!!Total,int,B25014D,0,"B25014D_001EA,B25014D_001M,B25014D_001MA",NA,NA
B08501_017E,"Estimate!!Total!!Car, truck, or van - carpooled",int,B08501,0,"B08501_017EA,B08501_017M,B08501_017MA",NA,NA
B11005_003E,Estimate!!Total!!Households with one or more people under 18 years!!Family households,int,B11005,0,"B11005_003EA,B11005_003M,B11005_003MA",NA,NA
B17003_014E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male,int,B17003,0,"B17003_014EA,B17003_014M,B17003_014MA",NA,NA
B08501_018E,"Estimate!!Total!!Car, truck, or van - carpooled!!16 to 19 years",int,B08501,0,"B08501_018EA,B08501_018M,B08501_018MA",NA,NA
B11005_006E,"Estimate!!Total!!Households with one or more people under 18 years!!Family households!!Other family!!Male householder, no wife present",int,B11005,0,"B11005_006EA,B11005_006M,B11005_006MA",NA,NA
B17003_015E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Less than high school graduate,int,B17003,0,"B17003_015EA,B17003_015M,B17003_015MA",NA,NA
B08501_019E,"Estimate!!Total!!Car, truck, or van - carpooled!!20 to 24 years",int,B08501,0,"B08501_019EA,B08501_019M,B08501_019MA",NA,NA
B11005_005E,Estimate!!Total!!Households with one or more people under 18 years!!Family households!!Other family,int,B11005,0,"B11005_005EA,B11005_005M,B11005_005MA",NA,NA
B08128_015E,"Estimate!!Total!!Car, truck, or van - drove alone!!Private not-for-profit wage and salary workers",int,B08128,0,"B08128_015EA,B08128_015M,B08128_015MA",NA,NA
B20005H_074E,Estimate!!Total!!Female!!Other!!No earnings,int,B20005H,0,"B20005H_074EA,B20005H_074M,B20005H_074MA",NA,NA
B17018_020E,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Married-couple family,int,B17018,0,"B17018_020EA,B17018_020M,B17018_020MA",NA,NA
B03001_019E,Estimate!!Total!!Hispanic or Latino!!South American!!Chilean,int,B03001,0,"B03001_019EA,B03001_019M,B03001_019MA",NA,NA
B99080_003E,Estimate!!Total!!Not imputed,int,B99080,0,B99080_003EA,NA,NA
B24123_254E,"Estimate!!Total!!Baggage porters, bellhops, and concierges",int,B24123,0,"B24123_254EA,B24123_254M,B24123_254MA",NA,NA
B20005H_073E,Estimate!!Total!!Female!!Other,int,B20005H,0,"B20005H_073EA,B20005H_073M,B20005H_073MA",NA,NA
B08128_016E,"Estimate!!Total!!Car, truck, or van - drove alone!!Local government workers",int,B08128,0,"B08128_016EA,B08128_016M,B08128_016MA",NA,NA
B23003_030E,Estimate!!Total!!No own children under 18 years!!Not in labor force,int,B23003,0,"B23003_030EA,B23003_030M,B23003_030MA",NA,NA
B24123_255E,Estimate!!Total!!Tour and travel guides,int,B24123,0,"B24123_255EA,B24123_255M,B24123_255MA",NA,NA
B20005H_072E,"Estimate!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$100,000 or more",int,B20005H,0,"B20005H_072EA,B20005H_072M,B20005H_072MA",NA,NA
B08128_013E,"Estimate!!Total!!Car, truck, or van - drove alone!!Private for-profit wage and salary workers!!Employee of private company workers",int,B08128,0,"B08128_013EA,B08128_013M,B08128_013MA",NA,NA
B19113B_001E,Estimate!!Median family income in the past 12 months (in 2010 inflation-adjusted dollars),int,B19113B,0,"B19113B_001EA,B19113B_001M,B19113B_001MA",NA,NA
B24123_256E,Estimate!!Total!!Childcare workers,int,B24123,0,"B24123_256EA,B24123_256M,B24123_256MA",NA,NA
